1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2019,2020,2021
16120.84694,16044.98508,16846.42043,17841.77066,17788.0853,17726.89029,18731.80077,19276.83267,19752.209,20321.65855,20058.57028,19713.75298,19457.91496,19586.70453,20200.08641,20458.19764,20835.47891,21485.11683,22262.43546,22651.69654,22717.73246,22849.89665,22783.51914,22882.67291,23116.09599,23773.04136,24220.31242,24673.04888,24815.13464,24993.93793,25834.97336,26155.30827,26536.30299,27795.06628,29088.7723,30161.57486,31200.0718,32401.39371,32588.25224,32192.84167,34158.43902,35220.77684,35702.30008,36188.84877,36412.19735,36301.97657,36392.32279,37014.17918,37876.88257,37993.282,35960.67411,37857.57575,37993.282,35960.67411,37857.57575
